,full_name,pac,sho,pas,dri,def,phy,overall
7450,Osayamen Osawe,84,65,48,64,25,67,68
7451,Germán Cano,68,68,60,65,28,60,68
7452,Barış Yardımcı,74,30,58,64,68,68,68
7453,Jessé Jonas Ferdeira Farias,65,53,64,56,69,69,68
7454,Dennis Johnsen,80,67,61,74,30,56,68
7455,Andrea Brighenti,59,69,56,63,32,64,68
7456,Sascha Traut,75,46,61,62,64,69,68
7457,Jimmy Ryan,66,60,65,69,60,73,68
7458,Adriano Grimaldi,67,68,50,58,25,77,68
7459,Josh Morris,70,66,65,70,57,67,68
7460,Aljaž Struna,67,37,51,54,70,80,68
7461,Jonathan Osorio,62,63,64,72,52,58,68
7462,Mikkel Rask,45,29,59,50,68,74,68
7463,Ritsu Doan,74,65,62,75,37,57,68
7464,Johnatan Opoku,72,61,65,69,37,64,68
7465,Scott Sutter,66,52,64,63,63,79,68
7466,Thanos Petsos,60,59,61,61,65,75,68
7467,Jason Riocel,79,69,61,68,39,59,68
7468,Aslan Dudiev,88,34,66,69,61,68,68
7469,Arlind Ajeti,70,32,50,49,68,71,68
7470,Paolo Pancrazio Faragò,69,55,60,67,56,70,68
7471,Benedikt Zech,71,29,49,49,68,71,68
7472,Justin Eilers,79,72,60,68,32,66,68
7473,Jannes Horn,80,35,57,64,64,68,68
7474,Grzegorz Kuświk,74,65,58,66,31,70,68
7475,Cyriaque Rivieyran,74,43,56,61,64,70,68
7476,Alessandro Martinelli,65,46,63,68,61,69,68
7477,Karl Henry,51,57,61,61,68,76,68
7478,Pierre-Yves Polomat,81,45,61,63,63,75,68
7479,Yuji Ono,75,60,63,72,32,61,68
7480,Dariusz Formella,83,62,61,67,46,63,68
7481,Hyun Soo Hwang,57,43,33,39,69,71,68
7482,Anibal Levipan,60,68,50,61,40,66,68
7483,Joaquín Fernández Moreno,71,47,61,58,66,73,68
7484,Robbie Rogers,74,56,64,69,67,62,68
7485,Marko Bašić,70,39,61,60,68,73,68
7486,Jon Erice Dominguez,55,51,65,56,64,70,68
7487,Freddie Sears,85,66,64,70,36,66,68
7488,Juan Pablo Vigón,67,59,66,66,68,67,68
7489,William Arboleda,75,62,66,70,35,62,68
7490,Timon Wellenreuther,71,64,60,70,53,65,68
7491,Karim Hafez,78,27,61,68,65,64,68
7492,Jean Paul Venlero,66,53,54,56,71,71,68
7493,Luis Henrique Farinhas Taffner,66,67,54,68,21,63,68
7494,José Leguizamón,68,44,40,45,68,70,68
7495,Bruno Grougi,62,68,73,67,63,56,68
7496,Gastón Cellerino,57,69,49,60,35,74,68
7497,Callum Harriott,87,64,60,73,29,56,68
7498,John Jairo Ruiz,90,63,59,71,22,48,68
7499,Royal-Dominique Fennell,68,53,65,65,59,80,68
7500,Hauke Wahl,59,34,35,45,68,72,68
7501,Bruno Martins Teles,67,58,68,68,66,73,68
7502,Darío Burbano,82,64,63,71,44,55,68
7503,Matías Fissore,66,50,58,73,61,54,68
7504,Wallyson Teixeira Mallmann,67,69,67,67,56,66,68
7505,Igors Tarasovs,68,51,56,57,66,73,68
7506,Julian Michel,44,60,71,67,55,59,68
7507,Jesús Fernández Collado,69,73,57,65,47,62,68
7508,Sebastian Andersson,74,64,45,55,25,77,68
7509,David Barbona,82,61,62,69,36,60,68
7510,Agustín Rossi,63,65,55,69,44,71,68
7511,Andrés Imperiale,55,23,51,49,65,75,68
7512,Issa Sarr,61,53,65,66,70,68,68
7513,Saïd Benrahma,75,68,64,72,32,49,68
7514,Kosuke Ota,73,56,72,70,62,67,68
7515,Juan David Valencia,77,56,64,66,63,70,68
7516,Adama Mbengue,82,45,58,66,66,56,68
7517,André Green,82,60,63,70,36,56,68
7518,Jose Leonardo Ribeiro da Silva,36,34,53,46,65,77,68
7519,Brandon O'Neill,67,52,68,67,62,74,68
7520,Everaldo Stum,75,65,50,67,25,62,68
7521,Hélder Luís Vieira Tavares,65,50,63,65,64,73,68
7522,Damir Šovšić,73,65,69,69,41,58,68
7523,Lucas Acosta,69,58,70,72,60,69,68
7524,Ismael Tellero,65,56,70,71,37,55,68
7525,Felix Uduokhai,69,36,50,52,66,69,68
7526,Daisuke Kikuchi,81,59,61,70,27,64,68
7527,Jan Zimmermann,68,67,60,69,46,68,68
7528,Fatih Öztürk,70,65,64,70,56,67,68
7529,Pablo Iñiguez de Heredia,51,42,58,60,67,68,68
7530,Jonatan Blanco,64,57,60,62,69,79,68
7531,Tarkan Serbest,64,49,63,61,67,69,68
7532,Gonçalo Filipe Oliveira Silva,62,33,41,44,70,68,68
7533,Zac MacMath,69,65,55,71,36,68,68
7534,Dean Gerken,69,66,66,70,49,65,68
7535,Emiliano Marcondes,77,65,66,73,33,61,68
7536,Leonardo Gil,70,51,74,67,67,68,68
7537,Karim Matmour,69,62,65,72,29,53,68
7538,Zhi Xiao,71,63,55,63,49,68,68
7539,Emanuele Suagher,59,32,36,45,69,72,68
7540,Carlos Adrián Morales,62,64,72,70,67,66,68
7541,Ezequiel Lorcado,50,39,63,46,69,69,68
7542,Marcus Bettinelli,72,66,66,71,58,67,68
7543,Khoren Bayramyan,74,55,68,74,63,42,68
7544,André Ibsen Rømer,72,44,64,64,65,77,68
7545,Mauro Bogado,68,63,65,68,63,63,68
7546,Roberto Rodriguez,88,57,63,69,43,61,68
7547,Julian Leist,51,29,42,44,66,80,68
7548,Deniss Rakels,74,65,57,69,27,71,68
7549,Liban Abdi,76,66,61,70,42,63,68
7550,Christoffer Remmer,76,46,61,66,64,69,68
7551,Luciano Slagveer,91,64,59,69,51,62,68
7552,Stéphane Bahoken,79,65,50,69,22,63,68
7553,Jhonny Vásquez,67,39,62,65,65,70,68
7554,Anto Grgić,58,54,70,62,62,69,68
7555,Francisco Mattia,39,27,50,32,70,64,68
7556,Lee Novak,68,68,60,65,42,78,68
7557,Mirko Pigliacelli,68,66,85,71,44,64,68
7558,Jesús Miguel Valentín Rodríguez,72,46,62,46,65,76,68
7559,Gaston Hormaza,55,51,57,62,64,79,68
7560,Ângelo Pelegrinelli Neto,63,56,64,70,56,71,68
7561,Moises Reineraso,74,65,55,68,44,66,68
7562,Dylan Saint-Louis,78,67,60,72,32,56,68
7563,Jeando Fuchs,80,46,57,66,64,68,68
7564,Felipe Rodríguez,65,62,71,68,49,60,68
7565,Jefferson Savarino,85,67,56,72,31,59,68
7566,Ben Amos,65,68,70,71,47,65,68
7567,Ramy Rabia,51,52,56,56,65,73,68
7568,Johan Gastien,66,65,65,70,59,78,68
7569,Guido Vadalá,78,58,63,77,20,48,68
7570,David Button,71,69,60,70,60,65,68
7571,Eduardo Ramos Gómez,66,51,68,61,58,66,68
7572,Fernando Márquez,77,63,63,69,33,73,68
7573,Modou Diagne,73,29,46,46,67,73,68
7574,Fabián Viáfara,84,52,57,68,61,55,68
7575,Vedat Muriqi,62,69,45,59,24,72,68
7576,Kevin Balanta,65,48,56,63,64,77,68
7577,Mikael Antonsson,34,35,44,43,67,67,68
7578,Victor Ulloa,55,57,63,64,64,73,68
7579,Elvis Mosquera,71,44,57,58,67,73,68
7580,Jimmy Medranda,74,56,60,70,65,66,68
7581,Paul Dixon,72,49,63,67,64,74,68
7582,Sondre Løvseth Rossbach,69,67,65,70,44,64,68
7583,Sergi Palencia Hurtado,82,55,59,65,64,73,68
7584,Vasilios Lampropoulos,69,42,55,61,66,72,68
7585,Luca Tremolada,74,57,68,71,26,57,68
7586,Jon Toral,63,62,68,67,49,63,68
7587,Alex Bono,69,64,66,70,39,68,68
7588,Georgios Giakoumakis,71,68,44,64,27,74,68
7589,James Collins,72,66,48,63,26,79,68
7590,Francisco Pablo Cruz Torres,50,36,54,51,65,76,68
7591,Giorgi Papunashvili,67,67,64,71,30,58,68
7592,Christoph Schösswendter,54,27,41,37,67,79,68
7593,Souleymane Doukara,66,67,59,65,25,71,68
7594,Markel Etxeberría Mendiola,73,29,62,65,64,69,68
7595,İshak Doğan,69,58,66,66,67,70,68
7596,Kasper Fisker,69,63,70,72,35,70,68
7597,Helio Paulo Caldeira Andrade,64,54,60,63,69,70,68
7598,David Bingham,69,64,69,70,39,66,68
7599,Santiago Zurbriggen,71,41,55,54,67,74,68
7600,Nahuel Valentini,53,27,40,54,67,74,68
7601,Ethan Ebanks-Landell,65,48,51,55,67,74,68
7602,Theoson Jordan Siebatcheu,67,67,54,61,27,67,68
7603,Adrià Carmona Pérez,76,60,67,72,30,49,68
7604,Michael Parkhurst,58,39,59,60,68,70,68
7605,Bojan Nastić,70,39,59,64,67,69,68
7606,Óscar Rodríguez Arnaiz,62,62,62,73,41,47,68
7607,Jesse Gonzalez,69,65,64,70,42,65,68
7608,Khalid Karami,76,52,55,70,67,67,68
7609,Lukas Mühl,66,35,57,56,65,74,68
7610,Jonathan Parr,74,57,60,66,65,71,68
7611,Matt Polster,59,47,65,65,66,80,68
7612,Kingsley Schindler,93,60,60,63,44,66,68
7613,Jesús Isijara,73,63,62,68,39,67,68
7614,Markus Kolke,69,63,60,71,44,64,68
7615,Yeltsin Tejeda,66,55,64,68,66,75,68
7616,Lukáš Haraslín,84,60,61,70,40,61,68
7617,Borja Herrera González,73,57,63,70,64,61,68
7618,Richard Weil,58,38,55,53,64,77,68
7619,Ánderson Zapata,66,48,60,56,64,74,68
7620,José Ángel Esmoris Tasende,79,53,66,68,62,55,68
7621,Paulo Ricardo Ferreira,66,40,45,46,70,68,68
7622,Athanasios Androutsos,76,64,66,69,54,59,68
7623,Florian Dick,63,61,66,61,67,73,68
7624,Stefan Lainer,77,62,59,65,64,69,68
7625,Filipe Morais,76,54,67,70,36,65,68
7626,Jay Emmanuel-Thomas,71,69,64,67,33,70,68
7627,Oliver Buff,69,63,70,66,53,63,68
7628,Eduardo Gonçalves,54,68,63,65,47,70,68
7629,Rico Henry,91,42,58,70,61,69,68
7630,Mauricio Martínez,66,51,62,65,64,76,68
7631,Jamiro Monteiro,77,49,66,69,62,66,68
7632,Miguel Díaz Montes,58,61,62,66,59,65,68
7633,Xuri Zhao,56,66,64,64,66,74,68
7634,Carlos Caballero Pérez,48,62,74,62,61,59,68
7635,Tiago David Janeiro Caeiro,38,69,44,57,27,71,68
7636,Jorge Miramón,65,58,71,68,66,59,68
7637,Alessandro Murgia,47,62,65,66,65,61,68
7638,Alberto Gómez Fernández,64,62,60,57,69,74,68
7639,Dejan Lekić,34,69,53,57,33,73,68
7640,Luis Felipe Dias do Nascimento,69,54,61,69,69,64,68
7641,Dawid Kownacki,76,65,59,67,25,68,68
7642,Nick Hagglund,57,29,57,52,66,73,68
7643,Mihail Aleksandrov,78,62,62,70,53,61,68
7644,Patrick Farkas,83,60,62,66,62,71,68
7645,Jens Cools,57,52,65,58,67,72,68
7646,Rhyan Grant,73,59,62,65,64,76,68
7647,Dániel Böde,63,66,65,61,39,79,68
7648,Richard Ruíz,75,58,66,68,63,72,68
7649,Mohammed Saeid,71,53,69,70,55,61,68
7650,Hedgardo Marín,65,36,49,48,70,67,68
7651,Daniel Cataño,68,56,65,71,34,54,68
7652,Marcel Titsch-Rivero,64,49,64,67,60,70,68
7653,Sebastian Maier,75,62,65,72,28,56,68
7654,Gbenga Arokoyo,64,32,44,40,69,72,68
7655,Adam Le Fondre,71,70,60,66,26,61,68
7656,Christian Luyindama,64,37,50,51,63,79,68
7657,Maynor Figueroa,61,60,63,63,70,73,68
7658,Biagio Meccariello,69,18,30,38,67,77,68
7659,Miroslav Čovilo,53,48,60,54,68,77,68
7660,Christian Lobella,82,57,55,73,42,63,68
7661,Even Hovland,70,23,44,42,66,75,68
7662,Sergey Terekhov,66,57,57,64,66,58,68
7663,Gastón Machín,73,58,71,70,60,62,68
7664,Marius Müller,69,67,64,71,32,64,68
7665,Korbinian Vollmann,80,61,63,70,43,70,68
7666,Emanuel Molina,70,63,67,72,30,63,68
7667,Kacper Przybyłko,67,66,53,63,25,66,68
7668,Mekeil Williams,68,29,58,63,67,76,68
7669,Rajko Rotman,67,65,66,64,68,73,68
7670,Armand Traoré,84,49,61,68,62,71,68
7671,Magnus Lekven,75,56,68,70,53,74,68
7672,Lamine Gassama,73,39,61,64,65,73,68
7673,Jacob Une Larsson,64,46,47,45,66,73,68
7674,Aleksandar Miljković,69,46,56,62,70,72,68
7675,Marco Donadel,44,58,71,67,64,66,68
7676,Piotr Parzyszek,62,62,52,64,32,76,68
7677,Michele Fornasier,60,18,34,49,69,67,68
7678,Elton Acolatse,86,68,60,71,25,63,68
7679,Serge-Junior Martinsson Ngouali,67,54,62,71,59,71,68
7680,Damian Roßbach,68,38,60,64,68,72,68
7681,Diego Luiz Siqueira Medeiros,77,63,63,69,34,65,68
7682,Yoann Court,74,59,69,69,40,65,68
7683,Davide Callà,71,67,63,68,32,68,68
7684,Osman Hadžikić,71,65,67,72,41,66,68
7685,Waldo Santerilone,69,72,54,65,25,63,68
7686,Mohamed Buya Turay,89,64,51,71,22,73,68
7687,Bruno Caldini Perone,55,36,53,50,67,73,68
7688,Alexander Merkel,72,61,71,69,48,57,68
7689,Pedro Miguel Barbosa Queirós,69,46,61,65,67,69,68
7690,Philipp Klingmann,63,46,61,63,69,69,68
7691,Ulises Rivas,65,55,68,63,62,62,68
7692,Chris Bedia,76,64,47,67,35,71,68
7693,Marcus Thuram,73,68,47,65,30,69,68
7694,Darko Bodul,66,66,64,70,28,70,68
7695,Jörg Siebenhandl,68,65,70,70,47,66,68
7696,Nico Klotz,85,57,60,70,61,69,68
7697,Igor Bezdenezhnykh,72,55,65,69,64,58,68
7698,Agustín Vuletich,68,65,54,65,30,73,68
7699,Eloi Amagat Arimany,45,61,67,70,55,66,68
7700,Clemens Fandrich,76,54,64,70,42,51,67
7701,Scott Wootton,57,24,51,57,66,70,67
7702,Jorge Pereyra Díaz,73,62,66,66,51,62,67
7703,Mason Holgate,76,42,54,65,66,71,67
7704,Branimir Bajić,32,42,59,50,66,66,67
7705,Tosaint Ricketts,87,62,49,63,23,64,67
7706,Daryl Werker,52,35,48,44,67,71,67
7707,William Twala,75,61,61,70,49,38,67
7708,Simon Poulsen,72,49,65,67,65,75,67
7709,Tae Won Ko,61,29,41,42,68,69,67
7710,James Holland,68,56,60,63,62,77,67
7711,Gyliano van Velzen,85,60,59,66,18,62,67
7712,Kristoffer Ajer,75,58,63,63,64,75,67
7713,Cedric Teuchert,81,63,53,71,29,63,67
7714,Andy Taylor,66,46,62,58,65,76,67
7715,Mirko Elarra,73,72,52,62,27,64,67
7716,Roberto Jesus Machado Beto Alves,74,45,55,66,62,62,67
7717,Jae Hyeon Choe,72,61,59,68,62,64,67
7718,Amaury Bischoff,55,50,73,70,34,47,67
7719,Danny Bakker,54,51,65,66,64,69,67
7720,Eroll Zejnullahu,72,58,66,69,63,62,67
7721,Pelle Clement,73,62,61,71,44,62,67
7722,Miroslav Marković,69,65,51,66,52,73,67
7723,Juan Pablo Rodríguez,38,64,69,65,63,64,67
7724,Kevin Freiberger,81,64,57,68,20,56,67
7725,Carlos Rivas,85,65,64,66,22,66,67
7726,Hakan Çinemre,71,31,44,46,66,73,67
7727,Luís Miguel Vieira Machado,79,62,58,74,29,45,67
7728,Joe Mason,72,64,59,68,39,65,67
7729,Manjrekar James,65,39,51,53,63,79,67
7730,Konstantin Engel,64,38,57,60,67,70,67
7731,Rob Kiernan,66,25,54,56,64,75,67
7732,Florent Ogier,52,31,39,49,66,71,67
7733,Nico Hammann,72,57,61,59,65,73,67
7734,Kjetil Wæhler,34,35,40,36,66,64,67
7735,Matías Pérez Acuña,72,33,60,65,65,66,67
7736,Mamadou Bagayoko,75,27,55,66,65,66,67
7737,Aitor Cantalapiedra,72,61,64,71,25,45,67
7738,Shogo Taniguchi,67,40,49,53,67,71,67
7739,Wilson Miguéis Manafá Jancó,76,55,63,71,26,54,67
7740,Julián Cuesta Díaz,62,66,72,64,41,70,67
7741,Pierre-Yves Ngawa,77,41,51,62,66,71,67
7742,Emerson Hyndman,69,59,69,75,53,42,67
7743,José Aurelio Suárez García,67,63,70,69,47,67,67
7744,Yohei Toyoda,54,66,45,57,30,70,67
7745,Tatsuki Nara,72,35,42,52,66,72,67
7746,Tomás Martínez,72,55,68,76,39,50,67
7747,Richard Áldarez,63,66,62,75,42,68,67
7748,Adam Zrelak,76,65,43,59,29,72,67
7749,Michelangelo Albertazzi,68,39,50,52,71,69,67
7750,Michał Chrapek,62,61,64,69,62,56,67
7751,Esteban Burgos,45,32,40,49,69,74,67
7752,Óscar Rojas,67,47,64,65,65,65,67
7753,Fredrik Nordkvelle,75,65,65,69,53,73,67
7754,Martin Hongla,61,42,57,47,69,61,67
7755,Kamil Biliński,67,67,56,63,22,66,67
7756,Jose Villarreal,74,65,63,73,40,57,67
7757,Habib Diallo,65,66,49,66,24,67,67
7758,Mauriçio César Clerez Farias,60,46,58,55,67,67,67
7759,Tarek Elrich,75,54,59,63,65,67,67
7760,Marnick Vermijl,84,51,53,66,62,73,67
7761,Santiago Romero,74,59,65,62,61,72,67
7762,Simon Cox,62,68,60,67,36,67,67
7763,Vedran Jugović,73,61,63,68,59,68,67
7764,Matthew Connolly,63,48,56,56,69,75,67
7765,Alan Mannus,69,67,63,66,42,69,67
7766,Luka Đorđević,78,64,62,69,24,54,67
7767,Chris Duvall,81,45,60,62,63,72,67
7768,Vladlen Yurchenko,66,62,68,72,52,54,67
7769,Hyo Jin Choi,70,58,63,69,64,69,67
7770,Ryoichi Maeda,46,66,63,66,50,71,67
7771,Florian Hartherz,76,49,63,62,62,78,67
7772,Chris Dagnall,70,67,51,66,28,71,67
7773,Axel Bellinghausen,72,59,66,64,63,76,67
7774,Alessandro Frara,55,49,61,66,55,64,67
7775,Heliardo Vieira da Silva,54,66,47,57,21,78,67
7776,Sergio Díaz,65,70,63,72,32,41,67
7777,Billy McKay,73,65,54,68,34,69,67
7778,Nicolai Larsen,67,65,60,66,44,68,67
7779,Filip Kiss,46,59,60,65,65,78,67
7780,Abdulrahman Al Ghamdi,75,64,61,67,23,69,67
7781,Habib Maïga,73,50,60,64,65,70,67
7782,Vitus Eicher,67,66,61,69,45,67,67
7783,John Lozano,48,31,34,42,67,70,67
7784,Fabien Antunes,70,38,59,64,64,69,67
7785,Sebastian Heidinger,74,61,62,67,65,69,67
7786,Daniel Lafferty,75,55,59,61,64,67,67
7787,Pedro Chirivella Burgos,67,46,64,66,61,64,67
7788,Keun Ho Lee,73,63,61,66,42,68,67
7789,Joseph-Claude Gyau,91,57,57,70,32,65,67
7790,Abdoulaye Seck,73,42,42,55,61,85,67
7791,Daniel Mesenhöler,68,71,57,66,49,63,67
7792,Beom Seok Oh,76,48,60,63,65,76,67
7793,Ayaz Guliev,74,57,68,69,59,57,67
7794,Simone Grippo,60,54,60,55,63,80,67
7795,Khalid Ahmed Al Ghamdi,83,29,62,68,62,67,67
7796,Ramon Lopes de Freitas,64,63,60,68,35,69,67
7797,Paulo Jorge Pedro Lopes,67,73,57,64,41,67,67
7798,Sean Franklin,76,55,61,63,64,70,67
7799,Dean Moxey,67,54,60,64,65,68,67
7800,Heriberto Olvera,70,48,64,59,67,67,67
7801,Wander Luiz Bitencourt Junior,64,58,63,72,24,55,67
7802,Felipe Melvin Azevedo Lima,65,63,61,77,44,64,67
7803,Sang Ho Lee,84,64,63,66,49,71,67
7804,Carlos Javier Delgado Rodríguez,62,37,50,52,67,65,67
7805,Joackim Jørgensen,63,57,61,63,63,81,67
7806,Issam Chebake,71,39,52,60,67,67,67
7807,Mailson Francisco de Farias,74,56,67,74,32,61,67
7808,Luke Varney,68,65,60,64,41,70,67
7809,Myles Kenlock,78,32,56,67,65,68,67
7810,Mateus Bernardo Tangil Melo,66,68,63,72,59,64,67
7811,Jin Sung Hwang,70,69,70,69,44,58,67
7812,Corry Evans,63,58,64,63,69,70,67
7813,Kenneth Paal,79,50,65,72,65,64,67
7814,Edis Ibargüen,74,61,54,68,25,75,67
7815,Yutaka Yoshida,72,31,61,67,64,63,67
7816,Miguel Angel Torrén,73,45,51,55,69,70,67
7817,Kingsley Madu,77,56,64,69,63,72,67
7818,Rodrigo López,68,60,68,70,39,47,67
7819,Yasuyuki Konno,41,50,64,52,67,67,67
7820,Liam Trotter,64,63,64,65,60,75,67
7821,Sören Brandy,75,64,63,66,29,76,67
7822,Elia Soriano,74,64,50,64,27,76,67
7823,Martin Smedberg-Dalence,61,61,72,60,52,73,67
7824,Pål Alexander Kirkevold,63,66,60,62,28,80,67
7825,Mathieu Baudry,57,32,49,58,67,68,67
7826,Mikhail Sivakow,32,60,63,61,66,68,67
7827,Olivier Occéan,56,65,54,60,35,80,67
7828,Jannis Nikolaou,62,30,57,47,67,79,67
7829,Federico González,67,64,62,70,31,68,67
7830,Mark Duffy,71,59,65,68,27,69,67
7831,Marcello Falzerano,86,56,58,72,44,58,67
7832,Wilson Kamavuaka,65,43,54,55,69,77,67
7833,Mauricio Rosales,69,35,57,60,65,65,67
7834,Ali Gabr,63,35,46,45,68,72,67
7835,Manuel Guanini,33,25,42,38,67,77,67
7836,Jonas Brix-Damborg,53,41,63,53,60,82,67
7837,José Antonio Martínez Gil,57,36,42,44,68,71,67
7838,Matías de los Santos,59,26,39,39,66,76,67
7839,Fabien Farnolle,67,64,66,64,42,68,67
7840,Marc Lorenz,75,56,69,66,51,66,67
7841,Martin Polaček,68,62,76,63,42,68,67
7842,Marvin Oswaldo Rangel Azevedo,56,70,65,68,62,74,67
7843,Hidetaka Kanazono,62,67,41,57,25,67,67
7844,Ramón Azeez,76,51,62,65,62,64,67
7845,Marcelo Amado Djaló Taritolay,47,30,29,42,69,75,67
7846,Eneko Capilla González,64,56,65,71,39,42,67
7847,Jade North,64,50,53,47,65,74,67
7848,Foued Kadir,61,68,71,67,38,54,67
7849,Jakub Wójcicki,76,58,63,64,62,70,67
7850,Fáber Cañaveral,72,59,63,64,61,75,67
7851,José Manuel Martínez Bel,56,68,50,61,32,64,67
7852,Jesper Arvidsson,62,50,67,59,64,71,67
7853,Mateusz Mak,82,61,61,70,40,56,67
7854,Kevin Salazar,72,49,65,70,31,47,67
7855,Guillaume Faivre,66,71,62,68,36,68,67
7856,Danny Hoesen,74,64,56,70,30,63,67
7857,André Calisir,59,32,52,53,66,73,67
7858,Björn Jopek,73,61,67,72,49,62,67
7859,Jeff Hardeveld,64,39,58,63,67,68,67
7860,Jan Kliment,69,63,61,70,29,61,67
7861,Yuma Suzuki,72,64,55,65,37,64,67
7862,Alexandr Prudnikov,69,68,56,63,28,71,67
7863,Kevin Ellis,69,55,57,62,66,67,67
7864,Michael O'Halloran,93,66,59,70,32,64,67
7865,Thomas Ouwejan,69,50,66,66,63,67,67
7866,Zakaria El Azzouzi,75,65,53,71,20,62,67
7867,Mads Hvilsom,75,62,58,61,36,74,67
7868,Mateusz Szczepaniak,72,65,55,65,27,60,67
7869,John Souttar,75,26,53,67,66,70,67
7870,Josh Sims,83,59,60,72,29,53,67
7871,Masato Kudo,77,64,54,65,23,64,67
7872,Niklas Busch Thor,59,49,64,65,58,73,67
7873,Mostafa Fathi,77,62,62,66,34,51,67
7874,Tyias Browning,72,34,47,54,68,70,67
7875,Jens Möckel,52,35,48,43,66,64,67
7876,Berat Djimsiti,37,39,57,46,66,72,67
7877,Justin Bijlow,70,66,68,66,43,64,67
7878,Luc Kassi,77,63,64,66,51,64,67
7879,Harold Rivera,70,62,66,69,31,57,67
7880,Asdrúbal Padrón Hernández,75,63,59,72,24,77,67
7881,Jesús Hernández,70,69,46,64,21,59,67
7882,Thorsten Röcher,77,61,61,69,18,65,67
7883,Dominic Calvert-Lewin,82,64,51,68,31,64,67
7884,Gerson Santos da Silva,69,56,68,75,36,57,67
7885,John Brayford,66,43,59,62,65,74,67
7886,Kristoffer Andersen,64,57,66,66,59,65,67
7887,Yun Pyo Lee,47,47,46,60,68,72,67
7888,Federico Casarini,84,62,66,70,53,72,67
7889,Ali Messaoud,63,63,66,69,25,58,67
7890,Levent Gülen,78,30,49,62,67,75,67
7891,Jordy Croux,80,63,59,74,26,60,67
7892,Gerrit Wegkamp,66,65,53,60,32,77,67
7893,Dawid Kort,66,60,63,67,42,51,67
7894,Jhony Cano,76,66,61,66,26,62,67
7895,Philip Billing,62,64,62,64,64,68,67
7896,Michael Zetterer,68,66,71,70,42,64,67
7897,Hannes Þór Halldórsson,69,62,61,68,38,68,67
7898,Emanuel Herrera,61,66,52,64,23,67,67
7899,Jonatas Elias Belusso,76,67,55,66,32,57,67
7900,Dominik Wydra,70,63,62,66,63,70,67
7901,Markus Kuster,65,70,63,66,30,63,67
7902,Jason Cummings,72,68,49,69,38,61,67
7903,Esteban Rolón,64,51,61,62,62,68,67
7904,Cebio Soukou,83,64,61,67,30,66,67
7905,Musa Nizam,68,49,62,64,66,69,67
7906,Stefano Pettinari,72,63,54,68,25,71,67
7907,Riffi Mandanda,67,65,64,70,45,65,67
7908,Jamal Blackman,65,63,66,69,40,65,67
7909,Ricardo Nuno dos Santos,77,54,62,64,62,65,67
7910,Sheraldo Becker,91,61,57,69,31,67,67
7911,Andrei Ivan,75,68,59,69,44,67,67
7912,Fabio Aguiar da Silva,62,23,35,33,66,78,67
7913,Tommy Høiland,81,65,51,67,38,74,67
7914,Wilfried Domoraud,83,67,62,66,20,78,67
7915,Wes Thomas,80,65,45,64,24,79,67
7916,Jordan Graham,83,59,61,73,24,49,67
7917,Luis Payares,54,26,40,42,67,75,67
7918,Nazario Otávio Serpe Cachoeira,55,39,60,42,70,67,67
7919,Andrea Paolucci,72,59,65,68,56,64,67
7920,Jon Aurtenetxe Borde,68,49,64,61,66,73,67
7921,Teddy Bishop,73,59,68,72,51,59,67
7922,Jorge Marcos Pombo Escobar,60,70,68,63,54,74,67
7923,Loïc Goujon,61,47,61,65,65,63,67
7924,Aitor Seguín Cid,78,59,62,68,40,62,67
7925,Nicklas Helenius,66,67,57,64,25,66,67
7926,Chris Baird,51,51,67,61,73,63,67
7927,Kosuke Nakamachi,58,47,56,57,62,72,67
7928,Ferhat Kaplan,65,68,64,67,46,67,67
7929,Breno Vicente Laranjeiro Rosan,71,56,67,66,50,52,67
7930,Vytautas Andriuškevičius,66,41,62,66,66,77,67
7931,Martin Angha,72,36,54,63,63,77,67
7932,Igor Shevchenko,71,64,51,67,38,71,67
7933,Kieffer Moore,75,63,54,59,49,74,67
7934,Joshua Wicks,69,67,61,70,32,61,67
7935,Gabriel Gudiño,75,65,65,65,55,57,67
7936,Jayson Leutwiler,67,64,65,69,48,68,67
7937,Pablo Martinez,68,41,56,57,65,70,67
7938,Marcos André Costa Valente,54,32,44,47,66,76,67
7939,Atomu Tanaka,79,66,62,67,54,56,67
7940,Andreas Linde,69,63,63,69,49,66,67
7941,Melker Hallberg,68,60,66,64,55,68,67
7942,Aytaç Kara,60,66,57,62,64,81,67
7943,Carlos Blanco Moreno,50,39,52,53,66,67,67
7944,Roberto Santamaría Ciprián,69,72,65,59,47,67,67
7945,Jefferson De Jesus Santos,53,41,58,59,63,76,67
7946,Sean Scannell,83,63,59,70,42,72,67
7947,Giuseppe Rizzo,74,54,62,62,63,81,67
7948,Brayan Perea,71,62,59,66,27,60,67
7949,Łukasz Broź,61,57,64,67,66,65,67
7950,Vladimir Rykov,43,47,39,36,69,75,67
7951,Oliver Zelenika,70,72,74,69,32,58,67
7952,Djibril Diaw,72,26,32,41,66,77,67
7953,Fernando Gaibor,65,61,65,65,60,63,67
7954,Benedikt Fernandez,67,63,59,72,29,62,67
7955,Jaroslav Navrátil,89,62,57,70,45,58,67
7956,Maicol Balanta,77,59,59,67,25,66,67
7957,Magomed Musalov,77,44,56,68,67,59,67
7958,Mirko Gori,60,49,61,67,62,63,67
7959,Anthony Jackson-Hamel,80,64,48,59,24,71,67
7960,Jorge Lozano,50,32,31,44,68,69,67
7961,Harry Forrester,76,61,64,70,37,68,67
